timestamp,username,repository,files,additions,deletions
1614165955,user6,repo4,4,4,22
1614165608,user6,repo4,2,2,20
1614165292,user6,repo4,2,2,2
1614165223,user6,repo4,3,0,75
1614165110,user6,repo4,3,0,75
1614163910,user6,repo4,37,2467,1262
1614094657,user6,repo4,12,483,237
1614089119,user6,repo4,19,1456,993
1609343032,user5,repo4,16,549,53
1612370332,user8,repo4,20,971,1036
1612345437,user5,repo4,20,971,1036
1612183146,user9,repo5,1,2,0
1612753182,user10,repo6,1,1,0
1612753176,user10,repo7,1,1,0
1612265946,,repo8,5,6,6
1612265936,,repo8,5,6,6
1612265786,user11,repo8,3,36,22
1612193890,user12,repo8,1,1,1
1612192501,user12,repo8,1,2,2
1611829144,user12,repo8,1,13,4
1611769744,user12,repo8,3,29,24
1614868940,user13,repo10,2,5,1
1614696011,user14,repo10,1,26,0
1614685029,user11,repo10,2,5,1
1614357607,user15,repo10,2,138,45
1614250256,user16,repo10,1,34,8
1614160905,user17,repo10,1,1,1
1614090183,user11,repo10,1,1,1
1613752554,user15,repo10,3,90,0
1613558353,user15,repo10,1,22,0
1613131017,user18,repo10,1,1,1
1613130362,user18,repo10,1,17,5
1613129811,user11,repo10,1,17,5
1613127940,user18,repo10,1,313,183
1613125650,user11,repo10,1,49,49
1613079263,user19,repo10,1,1,1
1613078500,user19,repo10,1,313,183
1615448846,user20,repo11,1,1,1
1614209972,user21,repo11,2,8,1
1614209784,user21,repo11,2,8,1
1614061248,user22,repo11,2,2,2
1614061045,user22,repo11,2,2,2
1613632365,user20,repo11,1,0,8
1613379629,user20,repo11,3,29,1
1612139676,user22,repo11,5,86,5
1611824690,user22,repo11,5,86,5
1611705303,user21,repo11,3,11,3
1611703719,user21,repo11,1,2,2
1611557020,user21,repo11,3,10,2
1610687875,user21,repo11,1,9,1
1610687462,user21,repo11,51,2186,113
1610685968,user21,repo11,1,9,1
1610682854,user22,repo11,1,1,1
1610678578,user22,repo11,1,1,1
1610518624,user23,repo11,1,2,2
1610518419,user23,repo11,1,2,2
1610514017,user23,repo11,1,47,69
1610513928,user23,repo11,1,1,1
1610512008,user22,repo11,2,35,32
1610511534,user23,repo11,1,47,69
1610506100,user22,repo11,2,35,32
1610505280,user22,repo11,51,2121,85
1610443846,user22,repo11,1,21,21
1610443689,user22,repo11,1,1,1
1610443410,user22,repo11,1,5,5
1610443138,user22,repo11,2,6,7
1610442815,user22,repo11,3,25,25
1610440254,user22,repo11,1,2,1
1610440067,user22,repo11,4,455,0
1610440024,user22,repo11,27,1492,0
1610439990,user22,repo11,5,76,0
1610439714,user22,repo11,19,149,136
1610435121,user22,repo11,2,78,22
1610096214,user22,repo11,2,78,22
1609824159,user24,repo11,2,26,1
1609740236,user24,repo11,1,1,2
1609738623,user24,repo11,2,27,1
1613126298,user9,repo13,1,2,0
1615295208,user25,repo14,3,22,9
1615227252,user26,repo14,3,22,9
1615198812,user25,repo14,6,71,13
1614963474,user25,repo14,1,0,1
1614963113,user25,repo14,3,45,1
1614618459,user27,repo14,1,32,0
1614600699,,repo14,1,32,0
1614355766,user25,repo14,4,27,12
1614276642,user27,repo14,2,3,0
1614268830,user26,repo14,7,193,2
1612349111,user26,repo14,7,193,2
1614263424,,repo14,2,3,0
1614183119,user25,repo14,7,10,8
1614179404,user25,repo14,200,1907,686
1613749458,,repo14,6,7,250
1613741113,,repo14,1,1,1
1613740305,user25,repo14,3,10049,108
1613740105,user25,repo14,1,0,1
1613740053,user25,repo14,1,1,1
1613739928,user25,repo14,1,1,1
1613736064,,repo14,3,18,17
1613652270,,repo14,9,57,18
1613647277,,repo14,10,174,56
1613518352,,repo14,30,95,70
1613501604,user25,repo14,3,20,3
1613480272,user25,repo14,4,92,10
1613416750,user25,repo14,2,17,7
1613416716,user25,repo14,21,34,32
1613415606,user25,repo14,21,53,50
1613415046,user25,repo14,64,6,6
1613414273,user25,repo14,21,64,60
1613401226,,repo14,28,403,117
1613151939,user25,repo14,8,215,17
1613149806,,repo14,58,169,97
1613140902,,repo14,13,215,53
1612990647,user25,repo14,5,47,30
1612895107,user25,repo14,1,1,1
1612894844,user25,repo14,4,135,4
1612815008,user25,repo14,1,0,2
1612814854,user25,repo14,5,85,17
1612810340,user25,repo14,2,11,0
1612810164,user25,repo14,71,125,41
1612806703,user25,repo14,2,136,0
1612349626,user25,repo14,1,1,1
1610969739,,repo14,1,1,1
1607689333,user28,repo14,5,6,6
1607688903,user29,repo14,1,2,2
1607686816,user29,repo14,4,4,4
1615216899,user30,repo15,3,944,810
1614107542,user31,repo15,1,1,0
1614107189,user31,repo15,12,9351,0
1614103677,user31,repo15,1,2,0
1615467404,user32,repo17,2,17,0
1615284914,user33,repo17,1,78,1
1615284013,user33,repo17,1,91,1
1615282710,user33,repo17,1,94,1
1614953265,user33,repo17,1,57,0
1614950659,user33,repo17,1,10,10
1614879491,user33,repo17,2,53,0
1614877092,user33,repo17,1,1,1
1614768515,user33,repo17,3,3,3
1614768497,user33,repo17,1,0,4
1614596042,user32,repo17,5,8,3
1614594222,user32,repo17,3,3,3
1614333878,user32,repo17,3,3,3
1614248790,user33,repo17,2,5,0
1614245991,user32,repo17,1,1,1
1614167460,user32,repo17,2,17,0
1613575935,user33,repo17,1,14,0
1613557730,user33,repo17,27,27,27
1613557541,user33,repo17,1,46,0
1612872272,user32,repo17,1,1,1
1612525356,user33,repo17,28,81,63
1612523493,user32,repo17,27,27,27
1612458429,user32,repo17,1,54,36
1612458116,user32,repo17,1,54,36
1612448214,user33,repo17,1,46,0
1612358856,user32,repo17,2,29,1
1612358293,user32,repo17,2,29,1
1612276371,user32,repo17,2,10,8
1612275319,user32,repo17,2,9,8
1612275288,user32,repo17,2,10,8
1612272618,user32,repo17,1,96,0
1612272609,user32,repo17,1,2,1
1612262894,user33,repo17,11,123,128
1612261779,user33,repo17,1,2,1
1612259498,user33,repo17,1,95,0
1612258141,user32,repo17,6,138,149
1612258035,user32,repo17,27,27,27
1612257564,user32,repo17,27,27,27
1612200357,user32,repo17,6,100,152
1612195496,user32,repo17,1,4,2
1612193559,user32,repo17,6,98,152
1611845718,user32,repo17,2,41,0
1611845310,user32,repo17,2,41,0
1611842337,user32,repo17,2,24,6
1611830711,user32,repo17,2,29,1
1611581945,user33,repo17,6,20,121
1611236616,user33,repo17,5,31,8
1611236597,user33,repo17,1,2,2
1611138319,user33,repo17,2,5,0
1611063824,user32,repo17,2,24,6
1611052324,user33,repo17,6,20,121
1611052130,user33,repo17,27,27,27
1610963584,user33,repo17,1,0,5
1610714968,user33,repo17,1,5,0
1610714834,user33,repo17,1,5,0
1610629303,user33,repo17,73,1503,2035
1609928383,user32,repo17,41,1226,2005
1609853118,user32,repo17,2,24,6
1608298134,user33,repo17,32,193,30
1608297967,user33,repo17,28,28,28
1608297838,user32,repo17,5,166,3
1607946825,user33,repo17,1,74,0
1607945536,user33,repo17,1,549,1
1607936943,user33,repo17,1,82,2
1607611989,user33,repo17,2,108,6
1607610363,user33,repo17,2,406,1
1607597865,user33,repo17,1,0,8
1607596297,user33,repo17,1,0,4
1607596258,user33,repo17,5,12,156
1607534116,user33,repo17,12,208,226
1607529827,user32,repo17,1,84,0
1607529799,user32,repo17,1,84,0
1607528734,user33,repo17,62,670,136
1607507207,user32,repo17,5,166,3
1607419445,user32,repo17,8,124,0
1612286615,user34,repo19,1,1,1
1612286598,user34,repo19,1,1,0
1613136469,user35,repo20,1,2,2
1613130669,,repo20,1,2,2
1611323118,user36,repo20,96,493,4211
1611320018,user37,repo20,3,3,3
1611251516,user37,repo20,1,9,3
1611078970,user37,repo20,3,2,2
1610621498,user37,repo20,6,8,11
1610476624,user38,repo20,3,13,3
1610449016,user38,repo20,2,2,3
1610447473,user38,repo20,92,464,4194
1608113362,user39,repo20,2,18,1
1608112860,,repo20,1,1,0
1608051431,,repo20,2,17,1
1610597158,user40,repo23,1,26,14
1610596964,user40,repo23,1,1,1
1610596178,user40,repo23,1,14,14
1610594808,user40,repo23,1,13,1
1610409990,user41,repo23,9,183,0
1610408568,user41,repo23,1,2,1
1610407407,user41,repo23,1,93,0
1610314745,user42,repo23,1,6,2
1610314110,user42,repo23,2,14,11
1610007742,user42,repo23,1,0,0
1610007579,user42,repo23,6,82,0
1613990148,user0,repo24,1,30,12
1613152559,user0,repo24,1,30,12
1613146836,user0,repo24,1,9,0
1613143732,user0,repo24,1,10,1
1613143395,user0,repo24,1,10,14
1613141978,user0,repo24,1,13,0
1612886719,user0,repo24,1,1,1
1612800966,user0,repo24,1,3,7
1612796469,user0,repo24,1,3,7
1608139260,user0,repo24,1,2,0
1614772794,user43,repo26,1,13,0
1613131401,user44,repo26,6,0,6
1613131389,user44,repo26,6,0,6
1613116117,user44,repo26,6,6,0
1612864610,user44,repo26,13,0,150
1612862898,user45,repo26,1,1,1
1612861794,,repo26,1,1,1
1612859012,user45,repo26,1,5,1
1612774702,user44,repo26,1,1,1
1612774422,user44,repo26,1,1,0
1612773939,user44,repo26,5,5,0
1612772951,,repo26,1,5,1
1612180094,user46,repo26,1,1,1
1611919782,user47,repo26,6,23,3
1611919539,,repo26,5,10,8
1611918667,user46,repo26,8,8,8
1611914250,,repo26,4,14,2
1611913026,,repo26,2,6,0
1611910333,,repo26,2,2,2
1611747689,,repo26,8,8,8
1610443763,user48,repo26,1,5,0
1610354957,user49,repo26,1,5,0
1610115886,user44,repo26,5,19,6
1610112426,user44,repo26,1,1,1
1610110722,user44,repo26,5,19,6
1608138257,user50,repo26,1,21,21
1608137994,user50,repo26,1,21,21
1608135314,user50,repo26,1,19,19
1608135093,user50,repo26,1,19,19
1608132547,user50,repo26,2,23,0
1608132250,user50,repo26,1,22,0
1608132158,user50,repo26,1,1,0
1615456250,user51,repo29,1,2,4
1615456226,user51,repo29,1,1,1
1615380381,user51,repo29,1,1,1
1615378672,user51,repo29,1,1,1
1615377518,user51,repo29,1,1,1
1615374943,user51,repo29,1,2,2
1615372696,user51,repo29,1,4,2
1615370973,user51,repo29,1,1,1
1615298613,,repo29,1,0,6
1615292871,,repo29,3,124,1
1615292218,,repo29,6,2641,418
1615220630,user51,repo29,1,30,69
1615219268,user51,repo29,1,3,0
1615219128,user51,repo29,1,1,1
1615218790,user51,repo29,1,0,3
1615218628,user51,repo29,1,3,0
1615218344,user51,repo29,1,0,3
1615218196,user51,repo29,1,1,1
1614857569,user52,repo29,17,4150,0
1611837985,,repo30,1,1,1
1611837484,user53,repo30,1,1,1
1611771700,,repo30,1,2,0
1611770665,user53,repo30,1,2,0
1608283886,,repo30,1,6,0
1608283658,,repo30,1,6,0
1607949515,,repo30,1,12,12
1607948345,,repo30,1,12,12
1613037517,user3,repo31,4,13,8
1612957749,user1,repo31,3,3,7
1612956882,user1,repo31,1,10,1
1612780875,user3,repo31,1,2,2
1612548454,user54,repo31,1,2,2
1608302535,user2,repo31,1,5,3
1608299696,user3,repo31,1,5,3
1608295169,user3,repo31,1,3,3
1608295023,user2,repo31,1,3,3
1608293465,user2,repo31,1,1,1
1608293082,user3,repo31,1,1,1
1608287068,user3,repo31,7,188,23
1608220801,user4,repo31,1,25,0
1608220649,user4,repo31,1,25,0
1607945988,,repo31,3,12,14
1607938091,,repo31,4,6,32
1607705121,,repo31,22,283,471
1607619874,user3,repo31,1,1,1
1607615123,user2,repo31,1,1,1
1607602318,user2,repo31,11,108,351
1607601401,user2,repo31,8,45,46
1607511413,user2,repo31,1,1,1
1607510957,user2,repo31,0,0,0
1607510922,user2,repo31,28,344,502
1607510623,user2,repo31,0,0,0
1607510587,user2,repo31,0,0,0
1607510373,user2,repo31,21,266,480
1607509666,user2,repo31,1,1,1
1607439527,user2,repo31,11,114,356
1612363769,,repo32,1,5,0
1615465462,user55,repo34,1,1,1
1614684125,user55,repo34,1,2,2
1614683185,user55,repo34,1,2,2
1614342839,user56,repo34,2,2,2
1614270355,user57,repo34,1,1,1
1614085646,,repo34,2,4,4
1614085344,,repo34,3,28,17
1614001896,user58,repo34,9,31,13
1613992375,user57,repo34,1,1,0
1613744846,user56,repo34,2,1,2
1612954508,user56,repo34,1,1,1
1613058776,user59,repo35,1,1,1
1612986249,user59,repo35,1,1,1
1608138962,user0,repo35,1,2,0
1614178424,user9,repo36,2,2,2
1614177391,user60,repo36,2,2,2
1614175718,user9,repo36,2,2,1
1614175700,user9,repo36,2,2,1
1614171771,user9,repo36,2,1,2
1614171707,user60,repo36,2,1,2
1613566511,user9,repo36,1,2,2
1612285663,user9,repo36,1,2,0
1610094296,user61,repo36,1,70,0
1610094105,user61,repo36,1,70,0
1609851682,user61,repo36,3,1,11
1609851603,user61,repo36,3,1,11
1611313399,user62,repo37,1,1,1
1611313287,user62,repo37,1,1,1
1611311751,user62,repo37,8,6115,1870
1611308507,user62,repo37,8,6115,1870
1612751875,user10,repo38,1,1,0
1614683983,user63,repo39,4,16,15
1614683973,user63,repo39,1,3,2
1613562673,user63,repo39,1,1,0
1613562608,user63,repo39,2,12,12
1613555824,user64,repo39,1,3,3
1613473453,user64,repo39,1,1,1
1613399346,user64,repo39,1,36,37
1613399278,user64,repo39,1,38,37
1612980822,user64,repo39,1,7,7
1612971057,user64,repo39,2,40,29
1612967731,user64,repo39,4,215,189
1612967315,user64,repo39,3,1,14
1612958909,user64,repo39,1,1,1
1612958713,user64,repo39,8,42,36
1612958505,user64,repo39,2,49,6
1612956964,user64,repo39,1,1,1
1612956235,user64,repo39,1,14,0
1612955125,user64,repo39,1,3,4
1612952882,user64,repo39,1,1,1
1612889931,user64,repo39,1,1,0
1612889890,user64,repo39,1,1,0
1612888999,user64,repo39,1,18,28
1612888373,user64,repo39,1,28,24
1612887998,user64,repo39,1,1,0
1612887004,user64,repo39,1,1,1
1612886390,user64,repo39,2,15,102
1612884727,user64,repo39,2,0,5
1612883550,user64,repo39,1,1,8
1612882539,user64,repo39,1,0,1
1612875007,user64,repo39,1,5,5
1612872584,user64,repo39,1,7,7
1612809099,user64,repo39,2,9,9
1612808546,user64,repo39,1,5,2
1612806317,user64,repo39,3,17,3
1612806076,user64,repo39,18,187,203
1612804984,user64,repo39,3,2,3
1612804342,user64,repo39,2,20,18
1612802122,user64,repo39,12,78,163
1612801208,user64,repo39,26,948,0
1612798310,user64,repo39,2,23,27
1612797743,user64,repo39,1,15,15
1612797609,user64,repo39,1,60,450
1612794992,user63,repo39,6,903,0
1612787569,,repo39,4,26,0
1615375856,user65,repo40,1,15,0
1614942590,user66,repo40,1,10,0
1612279690,user53,repo40,1,0,1
1612279508,user53,repo40,1,0,1
1611837345,user53,repo40,1,1,1
1611837235,user53,repo40,1,1,1
1611767440,user53,repo40,1,2,0
1611767230,user53,repo40,1,2,0
1611577929,user53,repo40,1,2,2
1611577680,user53,repo40,1,2,2
1609853632,user67,repo40,3,14,9
1609853587,user67,repo40,1,4,4
1608283247,user53,repo40,1,0,6
1608283170,,repo40,1,0,6
1607948870,user53,repo40,1,4,4
1607948802,,repo40,1,4,4
1612288515,user9,repo41,1,2,1
1615286335,user55,repo42,1,1,1
1607367956,user55,repo42,6,54,7
1611832720,,repo43,1,3,0
1609263492,,repo43,1,3,0
1611832606,,repo43,1,7,7
1611136600,,repo43,1,7,7
1609842127,,repo43,1,7,7
1613645950,user2,repo44,1,0,4
1613645718,user3,repo44,1,0,4
1612275727,user2,repo44,1,1,0
1612275408,,repo44,1,1,0
1611234751,user3,repo44,1,1,4
1611234665,user3,repo44,1,1,1
1611231388,user3,repo44,1,1,4
1608548144,user3,repo44,1,25,0
1608545262,user4,repo44,1,25,0
1615296731,user5,repo45,1,0,44
1614255567,user6,repo45,1,4,0
1614255466,user6,repo45,1,4,0
1614189829,user6,repo45,1,0,46
1614186517,user6,repo45,1,0,46
1613989731,user7,repo45,1,8,0
1612540771,user8,repo45,1,1,1
1612540656,,repo45,1,1,1
1612540369,user8,repo45,1,3,47
1612540270,,repo45,1,3,47
1612459260,user8,repo45,1,48,4
1612459134,,repo45,1,48,4
1612457038,user8,repo45,1,1,1
1612456955,,repo45,1,1,1
1612456638,user8,repo45,1,3,3
1612456487,,repo45,1,3,3
1612452388,user8,repo45,1,8,0
1612451872,,repo45,1,8,0
1612447158,user8,repo45,1,6,0
1612446779,,repo45,1,6,0
1612374440,user8,repo45,2,19,3
1612373080,,repo45,2,19,3
1612366898,user8,repo45,1,23,2
1612366770,,repo45,1,23,2
1612363905,user8,repo45,1,21,10
1612363515,,repo45,1,21,10
1612359935,user8,repo45,1,10,0
1612359796,,repo45,1,10,0
1611683014,user5,repo45,1,4,3
1611682521,user5,repo45,1,11,22
1611249087,user5,repo45,1,1,1
1611248307,user68,repo45,1,1,0
1611242677,user5,repo45,1,1,1
1611242573,user68,repo45,1,14,2
1611168741,user5,repo45,1,1,1
1611147529,user5,repo45,1,1,1
1611143893,user68,repo45,1,1,1
1611143774,user68,repo45,1,1,0
1611143174,user68,repo45,1,0,2
1611143025,user68,repo45,1,5,6
1611141910,user68,repo45,1,1,2
1611141661,user68,repo45,0,0,0
1611141278,user68,repo45,2,3,1
1611141181,user68,repo45,1,1,1
1611141098,user68,repo45,1,2,0
1611139427,user5,repo45,1,33,0
1611139427,user5,repo45,1,33,0
1609948960,user5,repo45,1,1,1
1609948130,user5,repo45,1,1,1
1609166181,user5,repo45,1,0,10
1609153714,user6,repo45,2,12,12
1609152731,,repo45,2,12,12
1613406889,user69,repo46,4,23,61
1613406545,user70,repo46,1,1,0
1613405144,user70,repo46,4,22,61
1613403085,user69,repo46,89,272,256
1612780714,user70,repo46,2,1,6
1612778617,user70,repo46,1,3,3
1612535657,user70,repo46,4,9,37
1612527867,user70,repo46,4,6,16
1612526684,user70,repo46,89,258,199
1612440118,user70,repo46,50,3112,22
1612439606,user70,repo46,1,2,2
1612439521,user70,repo46,5,420,92
1612439085,user70,repo46,9,176,358
1612367241,user70,repo46,4,76,184
1612364773,user70,repo46,1,12,2
1612363938,user70,repo46,1,2,2
1612353314,user70,repo46,1,20,0
1612353056,user70,repo46,3,7,48
1612350948,user70,repo46,4,13,32
1612349228,user70,repo46,5,9,9
1612268916,user70,repo46,7,328,5
1612197758,user70,repo46,43,2072,352
1611926139,user70,repo46,22,1040,1
1611580022,user69,repo46,1,0,1
1611579899,user70,repo46,1,0,1
1611579782,user69,repo46,52,1344,392
1611579671,user70,repo46,5,7,13
1611334087,user70,repo46,19,23,3
1611318107,user70,repo46,49,436,271
1610708068,user70,repo46,39,0,0
1610557871,user70,repo46,30,893,120
1610457362,user69,repo46,27,781,358
1610457196,user70,repo46,27,781,358
1610452286,user70,repo46,1,2,2
1610451673,user70,repo46,1,2,2
1615369399,user71,repo47,1,2,2
1615326066,user71,repo47,1,2,2
1614947877,user72,repo47,1,1,1
1614784122,user62,repo47,1,4,4
1614192671,user73,repo47,38,78,82
1613988546,user73,repo47,2,3,3
1613755145,user73,repo47,41,2496,0
1613646285,user73,repo47,1,2,0
1615398808,user2,repo48,1,1,1
1615398800,,repo48,1,1,1
1615398650,user2,repo48,1,1,1
1615398642,,repo48,1,1,1
1615396015,user74,repo48,1,1,1
1615395883,user2,repo48,1,1,1
1615395696,user54,repo48,1,1,1
1615395648,,repo48,1,1,1
1615390554,user2,repo48,1,6,6
1615390461,,repo48,1,6,6
1614957451,user2,repo48,1,3,0
1614957368,user1,repo48,1,3,0
1614871655,user2,repo48,4,4,4
1614869975,user75,repo48,4,4,4
1614869249,user1,repo48,7,291,6
1614770538,user1,repo48,7,291,6
1614855975,user2,repo48,2,2,2
1614855581,user75,repo48,2,2,2
1614855555,user2,repo48,4,4,4
1614855482,user75,repo48,2,2,2
1614855103,user75,repo48,2,2,2
1614763489,user2,repo48,1,1,1
1614763407,user76,repo48,1,1,1
1614692704,user2,repo48,1,1,1
1614691897,user76,repo48,1,1,1
1614673846,user74,repo48,6,72,0
1614593296,user77,repo48,6,72,0
1614603588,user2,repo48,1,1,1
1614603223,user76,repo48,1,1,1
1614602754,user76,repo48,1,1,1
1614602370,user2,repo48,1,1,1
1614602332,user76,repo48,1,1,1
1614601767,user2,repo48,1,1,1
1614600401,user76,repo48,1,1,1
1614333343,user1,repo48,1,1,1
1614254215,user1,repo48,1,1,1
1614167137,user74,repo48,3,13,5
1614166982,user78,repo48,0,0,0
1614166856,user78,repo48,1,2,2
1614166856,user78,repo48,0,0,0
1614166539,user78,repo48,1,2,2
1614166539,user78,repo48,0,0,0
1614165936,user78,repo48,2,11,3
1614165936,user78,repo48,1,9,1
1614004997,user3,repo48,4,4,4
1614002967,user79,repo48,4,4,4
1613655853,user74,repo48,8,99,55
1613654167,user78,repo48,0,0,0
1613651936,user78,repo48,8,99,55
1613651936,user78,repo48,8,99,55
1613577273,user2,repo48,1,2,2
1613577124,user75,repo48,1,2,2
1613563305,user74,repo48,1,1,1
1613563095,user75,repo48,1,1,1
1613561601,user3,repo48,4,19,2
1613561442,user25,repo48,4,19,2
1613496647,user1,repo48,1,1,1
1613494734,user2,repo48,1,2,2
1613494326,user75,repo48,1,1,1
1613493884,user75,repo48,2,4,4
1613492232,user75,repo48,1,2,2
1613477742,user1,repo48,1,2,2
1613472292,user75,repo48,1,2,2
1613473685,user2,repo48,2,4,4
1613411307,user79,repo48,2,4,4
1613125000,user74,repo48,2,5,1
1613124359,user80,repo48,2,2,2
1613123688,user80,repo48,1,4,0
1613071562,user2,repo48,3,26,10
1613045079,user3,repo48,1,4,7
1613044542,user3,repo48,3,29,10
1612977240,user1,repo48,2,24,0
1612976628,,repo48,2,24,0
1612802736,user1,repo48,1,55,46
1612801970,user2,repo48,1,0,1
1612801409,user2,repo48,1,0,1
1612801261,user2,repo48,1,38,33
1612800063,user2,repo48,1,43,37
1612797255,user3,repo48,4,59,21
1612797047,user2,repo48,1,12,15
1612795308,user3,repo48,1,12,15
1612788529,user2,repo48,4,62,21
1612525780,user3,repo48,1,3,2
1612524764,user3,repo48,1,3,2
1612453391,user79,repo48,20,80,0
1612204929,user81,repo48,20,80,0
1611933898,user3,repo48,1,1,1
1611933799,user2,repo48,1,1,1
1611933607,user2,repo48,1,1,1
1611933420,user2,repo48,1,1,1
1611930937,user3,repo48,1,46,14
1611930550,,repo48,1,2,2
1611930257,,repo48,1,1,1
1611930192,,repo48,1,1,1
1611929951,,repo48,1,1,1
1611929824,,repo48,1,42,10
1611915840,user74,repo48,1,5,1
1611915745,user78,repo48,1,5,1
1611852967,user3,repo48,1,5,1
1611851295,user1,repo48,1,5,1
1611833525,user2,repo48,1,2,0
1611833380,user3,repo48,1,2,0
1611769968,user2,repo48,5,20,0
1611769797,,repo48,5,20,0
1611759307,user2,repo48,5,20,0
1611754871,,repo48,5,20,0
1611743099,user74,repo48,3,11,11
1611742927,user2,repo48,3,11,11
1611677498,user1,repo48,1,9,1
1611676834,user2,repo48,1,4,0
1611676759,user2,repo48,1,9,1
1611661565,,repo48,1,4,0
1611582648,user74,repo48,2,8,0
1611582505,user3,repo48,2,8,0
1611322472,user2,repo48,3,11,11
1611319405,user82,repo48,3,11,11
1611316628,user2,repo48,4,27,11
1611316474,user82,repo48,4,27,11
1610982288,user1,repo48,2,2,2
1610979578,user1,repo48,2,2,2
1610968913,user74,repo48,10,80,0
1610967716,user58,repo48,10,80,0
1610557513,user1,repo48,2,16,0
1610557255,user80,repo48,1,4,0
1610555217,user80,repo48,2,14,2
1610098687,user74,repo48,4,35,3
1609768393,user3,repo48,2,9,1
1609768156,,repo48,2,9,1
1609754369,user74,repo48,1,9,1
1609754133,user78,repo48,1,9,1
1609254601,user74,repo48,1,4,0
1609254475,user3,repo48,1,1,1
1609254368,user3,repo48,1,4,0
1609252291,user74,repo48,2,5,1
1609251026,user3,repo48,2,5,1
1608732873,user74,repo48,8,35,3
1608732728,user2,repo48,8,16,16
1608732598,user2,repo48,8,35,3
1608652885,user3,repo48,2,16,0
1608650282,,repo48,4,35,3
1608568183,user77,repo48,2,16,0
1608567223,user2,repo48,1,2,2
1608567086,user4,repo48,1,2,2
1608564394,user74,repo48,3,51,3
1608563694,user83,repo48,3,51,3
1608551327,user4,repo48,1,25,0
1608550028,user4,repo48,1,25,0
1608548399,user2,repo48,2,10,2
1608546349,user3,repo48,2,10,2
1607619476,user3,repo48,6,8,325
1607618679,user2,repo48,1,1,13
1607614806,user2,repo48,5,7,312
1607596343,user3,repo48,15,347,175
1607596166,user2,repo48,1,1,1
1607596151,user2,repo48,1,4,5
1607595978,user2,repo48,1,1,1
1607595867,user2,repo48,1,1,1
1607530664,user2,repo48,4,22,39
1607530233,user2,repo48,2,8,0
1607530097,,repo48,2,8,0
1607528878,user2,repo48,8,266,230
1607528758,user2,repo48,8,278,278
1607526334,user2,repo48,8,278,278
1607439427,user2,repo48,1,4,0
1607437965,user2,repo48,3,32,8
1607359475,user2,repo48,1,0,1
1607359452,user2,repo48,1,1,0
1607358984,user2,repo48,2,1,5
1607358733,user2,repo48,13,187,182
1615370321,user33,repo50,2,15,0
1614945882,user33,repo50,1,1,1
1614859797,user33,repo50,2,15,0
1614775336,user33,repo50,1,2,1
1614774701,user33,repo50,1,2,1
1614773253,user33,repo50,1,1,1
1614673728,user33,repo50,1,2,2
1614673683,user33,repo50,1,2,2
1614157483,user33,repo50,1,1,1
1614157335,user33,repo50,1,1,1
1613730179,user33,repo50,9,126,5
1613639164,user33,repo50,16,190,28
1613638078,user33,repo50,1,1,0
1613637784,user33,repo50,1,1,16
1613637544,user33,repo50,1,0,5
1613637393,user33,repo50,5,5,5
1613637289,user33,repo50,3,106,3
1613637251,user33,repo50,1,0,2
1613556905,user33,repo50,1,0,5
1613554051,user33,repo50,2,29,0
1613471776,user33,repo50,3,3,3
1613471739,user33,repo50,3,3,3
1613471643,user33,repo50,3,3,3
1613406110,user33,repo50,3,108,3
